p_name,xlong,ylat
Hidalgo,-98.396126,26.517059
Hidalgo,-98.486557,26.487902
Hidalgo,-98.470566,26.474323
Hidalgo,-98.491928,26.505493
Hidalgo,-98.496475,26.48073
Hidalgo,-98.494614,26.503729
Hidalgo,-98.422935,26.48629
Hidalgo,-98.447983,26.53891
Hidalgo,-98.450111,26.467766
Hidalgo,-98.473076,26.493549
Hidalgo,-98.432587,26.479872
Hidalgo,-98.472748,26.471958
Hidalgo,-98.468529,26.477083
Hidalgo,-98.444649,26.540571
Hidalgo,-98.418236,26.506449
Hidalgo,-98.454025,26.50757
Hidalgo,-98.462997,26.526804
Hidalgo,-98.414009,26.527821
Hidalgo,-98.474068,26.467426
Hidalgo,-98.481293,26.493786
Hidalgo,-98.465752,26.525167
Hidalgo,-98.435669,26.478357
Hidalgo,-98.480782,26.461357
Hidalgo,-98.445068,26.471729
Hidalgo,-98.456963,26.505219
Hidalgo,-98.398857,26.515512
Hidalgo,-98.441177,26.541891
Hidalgo,-98.45092,26.537487
Hidalgo,-98.499573,26.477585
Hidalgo,-98.439285,26.515072
Hidalgo,-98.494026,26.482918
Hidalgo,-98.396667,26.534971
Hidalgo,-98.400154,26.533487
Hidalgo,-98.48333,26.489758
Hidalgo,-98.426704,26.522114
Hidalgo,-98.423347,26.523651
Hidalgo,-98.483849,26.458954
Hidalgo,-98.435371,26.498535
Hidalgo,-98.447525,26.46949
Hidalgo,-98.442139,26.473587
Hidalgo,-98.41716,26.47081
Hidalgo,-98.419525,26.525099
Hidalgo,-98.478149,26.464134
Hidalgo,-98.429802,26.540405
Hidalgo,-98.466782,26.479532
Hidalgo,-98.421509,26.504971
Hidalgo,-98.41069,26.529196
Hidalgo,-98.401657,26.513966
Hidalgo,-98.431259,26.500118
Hidalgo,-98.44352,26.49304
Hidalgo,-98.415108,26.507959
Hidalgo,-98.46183,26.500849
Hidalgo,-98.447433,26.490177
Hidalgo,-98.453926,26.536066
Hidalgo II,-98.497475,26.544226
Hidalgo II,-98.396118,26.499252
Hidalgo II,-98.347267,26.533041
Hidalgo II,-98.365372,26.475338
Hidalgo II,-98.357368,26.509314
Hidalgo II,-98.505875,26.530743
Hidalgo II,-98.487198,26.547497
Hidalgo II,-98.334579,26.514317
Hidalgo II,-98.350739,26.479721
Hidalgo II,-98.3395,26.553419
Hidalgo II,-98.361404,26.4765
Hidalgo II,-98.425606,26.468534
Hidalgo II,-98.321594,26.501787
Hidalgo II,-98.404976,26.44309
Hidalgo II,-98.344131,26.481176
Hidalgo II,-98.494064,26.545486
Hidalgo II,-98.35186,26.509621
Hidalgo II,-98.337463,26.538076
Hidalgo II,-98.357986,26.477373
Hidalgo II,-98.408745,26.441969
Hidalgo II,-98.339767,26.482882
Hidalgo II,-98.490425,26.531099
Hidalgo II,-98.340691,26.536087
Hidalgo II,-98.493439,26.525915
Hidalgo II,-98.360512,26.503653
Hidalgo II,-98.364197,26.501591
Hidalgo II,-98.393112,26.501215
Hidalgo II,-98.38343,26.487072
Hidalgo II,-98.377106,26.489845
Hidalgo II,-98.326134,26.496555
Hidalgo II,-98.369637,26.450829
Hidalgo II,-98.459793,26.503103
Hidalgo II,-98.387871,26.43609
Hidalgo II,-98.330856,26.515846
Hidalgo II,-98.346581,26.55022
Hidalgo II,-98.382103,26.438608
Hidalgo II,-98.467804,26.543196
Hidalgo II,-98.343277,26.551846
Hidalgo II,-98.464859,26.544575
Hidalgo II,-98.350838,26.548435
Hidalgo II,-98.47538,26.540621
Hidalgo II,-98.414703,26.442793
Hidalgo II,-98.431213,26.460333
Hidalgo II,-98.485359,26.531954
Hidalgo II,-98.410057,26.490732
Hidalgo II,-98.401543,26.444363
Hidalgo II,-98.353897,26.546394
Hidalgo II,-98.479111,26.539356
Hidalgo II,-98.350357,26.531187
Hidalgo II,-98.428322,26.464621
Hidalgo II,-98.373215,26.492052
Hidalgo II,-98.353226,26.529091
Hidalgo II,-98.434486,26.458715
Hidalgo II,-98.34417,26.511099
Hidalgo II,-98.471519,26.541935
Hidalgo II,-98.508804,26.523863
Hidalgo II,-98.389893,26.502834
Hidalgo II,-98.367676,26.500355
Hidalgo II,-98.328171,26.543341
Hidalgo II,-98.507393,26.527824
Hidalgo II,-98.325211,26.545601
Hidalgo II,-98.331718,26.54081
Hidalgo II,-98.344223,26.535122
Hidalgo II,-98.328407,26.493404
High Banks Wind Project,-97.496552,39.774094
High Banks Wind Project,-97.560234,39.868538
High Banks Wind Project,-97.569855,39.839355
High Banks Wind Project,-97.458359,39.77507
High Banks Wind Project,-97.43914,39.862476
High Banks Wind Project,-97.497253,39.852974
High Banks Wind Project,-97.497185,39.734684
High Banks Wind Project,-97.412918,39.824242
High Banks Wind Project,-97.559715,39.8437
High Banks Wind Project,-97.506866,39.816498
High Banks Wind Project,-97.48365,39.73613
High Banks Wind Project,-97.390739,39.954933
High Banks Wind Project,-97.37455,39.786438
High Banks Wind Project,-97.503326,39.716267
High Banks Wind Project,-97.553993,39.810024
High Banks Wind Project,-97.4879,39.931469
High Banks Wind Project,-97.42778,39.757549
High Banks Wind Project,-97.35907,39.75359
High Banks Wind Project,-97.365982,39.745903
High Banks Wind Project,-97.559822,39.780697
High Banks Wind Project,-97.502754,39.904827
High Banks Wind Project,-97.456757,39.859737
High Banks Wind Project,-97.571236,39.780666
High Banks Wind Project,-97.395851,39.960915
High Banks Wind Project,-97.417656,39.794399
High Banks Wind Project,-97.550873,39.847935
High Banks Wind Project,-97.560196,39.807846
High Banks Wind Project,-97.378349,39.738453
High Banks Wind Project,-97.478088,39.846722
High Banks Wind Project,-97.378792,39.767532
High Banks Wind Project,-97.509476,39.904522
High Banks Wind Project,-97.532333,39.787533
High Banks Wind Project,-97.554565,39.878448
High Banks Wind Project,-97.554428,39.896259
High Banks Wind Project,-97.572266,39.887039
High Banks Wind Project,-97.562271,39.816544
High Banks Wind Project,-97.516518,39.867023
High Banks Wind Project,-97.504669,39.854599
High Banks Wind Project,-97.484848,39.786407
High Banks Wind Project,-97.521484,39.822956
High Banks Wind Project,-97.473671,39.956028
High Banks Wind Project,-97.403687,39.767555
High Banks Wind Project,-97.493057,39.796719
High Banks Wind Project,-97.483803,39.942135
High Banks Wind Project,-97.531944,39.839687
High Banks Wind Project,-97.475777,39.818031
High Banks Wind Project,-97.437347,39.927418
High Banks Wind Project,-97.51516,39.782196
High Banks Wind Project,-97.459991,39.834133
High Banks Wind Project,-97.398048,39.786694
High Banks Wind Project,-97.467728,39.823151
High Banks Wind Project,-97.525665,39.794613
High Banks Wind Project,-97.408951,39.796532
High Banks Wind Project,-97.363014,39.758854
High Banks Wind Project,-97.486656,39.742817
High Banks Wind Project,-97.469948,39.933418
High Banks Wind Project,-97.505379,39.916809
High Banks Wind Project,-97.542343,39.791111
High Banks Wind Project,-97.323524,39.802113
High Banks Wind Project,-97.390778,39.742916
High Banks Wind Project,-97.579521,39.887127
High Banks Wind Project,-97.321648,39.789299
High Banks Wind Project,-97.366203,39.794224
High Banks Wind Project,-97.403648,39.738697
High Banks Wind Project,-97.54969,39.874424
High Banks Wind Project,-97.455864,39.86935
High Banks Wind Project,-97.31781,39.781841
High Banks Wind Project,-97.475037,39.763676
High Banks Wind Project,-97.344269,39.787777
High Banks Wind Project,-97.507736,39.796574
High Banks Wind Project,-97.568092,39.897537
High Banks Wind Project,-97.477287,39.902588
High Banks Wind Project,-97.495705,39.817772
High Banks Wind Project,-97.376244,39.823681
High Banks Wind Project,-97.409203,39.819077
High Banks Wind Project,-97.334846,39.805725
High Banks Wind Project,-97.478317,39.788647
High Banks Wind Project,-97.483841,39.909763
High Banks Wind Project,-97.439522,39.938225
High Banks Wind Project,-97.494011,39.887833
High Banks Wind Project,-97.457695,39.751411
High Banks Wind Project,-97.4944,39.80851
High Banks Wind Project,-97.363556,39.822243
High Banks Wind Project,-97.530228,39.858467
High Banks Wind Project,-97.578735,39.874611
High Banks Wind Project,-97.448311,39.767136
High Banks Wind Project,-97.502769,39.844852
High Banks Wind Project,-97.513077,39.853058
High Banks Wind Project,-97.403702,39.94603
High Banks Wind Project,-97.589203,39.881218
High Banks Wind Project,-97.438927,39.840309
High Banks Wind Project,-97.525284,39.839607
High Banks Wind Project,-97.447189,39.854816
High Banks Wind Project,-97.371162,39.760239
High Banks Wind Project,-97.471428,39.902512
High Banks Wind Project,-97.525826,39.815289
High Banks Wind Project,-97.530487,39.753647
High Banks Wind Project,-97.315796,39.794224
High Banks Wind Project,-97.494743,39.948223
High Banks Wind Project,-97.432953,39.860508
High Banks Wind Project,-97.573586,39.896732
High Banks Wind Project,-97.413391,39.78643
High Banks Wind Project,-97.394028,39.758152
High Banks Wind Project,-97.512733,39.821663
High Banks Wind Project,-97.337006,39.786888
High Banks Wind Project,-97.548042,39.810478
High Banks Wind Project,-97.545235,39.845844
High Banks Wind Project,-97.486259,39.845467
High Banks Wind Project,-97.524025,39.807384
High Banks Wind Project,-97.381035,39.75742
High Banks Wind Project,-97.5271,39.847111
High Banks Wind Project,-97.466461,39.859013
High Banks Wind Project,-97.510002,39.729092
High Banks Wind Project,-97.502617,39.948341
High Banks Wind Project,-97.4758,39.752625
High Banks Wind Project,-97.450081,39.868732
High Banks Wind Project,-97.515991,39.85881
High Banks Wind Project,-97.357002,39.803013
High Banks Wind Project,-97.380951,39.955753
High Banks Wind Project,-97.371498,39.817299
High Banks Wind Project,-97.357864,39.789242
High Banks Wind Project,-97.342239,39.77272
High Banks Wind Project,-97.540596,39.853424
High Banks Wind Project,-97.432434,39.935989
High Banks Wind Project,-97.55378,39.822453
High Banks Wind Project,-97.447647,39.941368
High Banks Wind Project,-97.497253,39.746929
High Banks Wind Project,-97.564064,39.881153
High Banks Wind Project,-97.397514,39.766586
High Banks Wind Project,-97.396912,39.738522
High Banks Wind Project,-97.48671,39.772388
High Banks Wind Project,-97.310303,39.793907
High Banks Wind Project,-97.53154,39.778477
High Banks Wind Project,-97.503448,39.728748
High Banks Wind Project,-97.427711,39.852257
High Banks Wind Project,-97.389999,39.729805
High Banks Wind Project,-97.329269,39.801689
High Banks Wind Project,-97.483894,39.925938
High Banks Wind Project,-97.489578,39.917767
High Banks Wind Project,-97.470551,39.751816
High Banks Wind Project,-97.550552,39.776402
High Banks Wind Project,-97.496742,39.702316
High Banks Wind Project,-97.492134,39.941494
High Banks Wind Project,-97.358849,39.766975
High Banks Wind Project,-97.402443,39.970726
High Banks Wind Project,-97.467979,39.954727
High Banks Wind Project,-97.49334,39.861362
High Banks Wind Project,-97.420197,39.782375
High Banks Wind Project,-97.299393,39.787186
High Banks Wind Project,-97.473907,39.713902
High Banks Wind Project,-97.364265,39.811287
High Banks Wind Project,-97.43103,39.815968
High Banks Wind Project,-97.510475,39.862
High Banks Wind Project,-97.334702,39.778252
High Banks Wind Project,-97.51619,39.830585
High Banks Wind Project,-97.465668,39.920586
High Banks Wind Project,-97.459633,39.919426
High Banks Wind Project,-97.488983,39.815575
High Banks Wind Project,-97.548286,39.786949
High Banks Wind Project,-97.372421,39.737968
High Banks Wind Project,-97.507225,39.837208
High Banks Wind Project,-97.29982,39.796566
High Banks Wind Project,-97.5158,39.844093
High Banks Wind Project,-97.502831,39.808987
High Banks Wind Project,-97.466484,39.941978
High Banks Wind Project,-97.477951,39.736866
High Banks Wind Project,-97.403366,39.819569
High Banks Wind Project,-97.364868,39.782421
High Banks Wind Project,-97.569389,39.850704
High Banks Wind Project,-97.545715,39.763302
High Banks Wind Project,-97.355194,39.746841
High Banks Wind Project,-97.401062,39.801468
High Banks Wind Project,-97.450592,39.757477
High Banks Wind Project,-97.348251,39.776329
High Banks Wind Project,-97.494003,39.925869
High Banks Wind Project,-97.497475,39.911816
High Banks Wind Project,-97.491951,39.852596
High Banks Wind Project,-97.364449,39.767124
High Banks Wind Project,-97.522827,39.867699
High Banks Wind Project,-97.458603,39.845184
High Banks Wind Project,-97.55027,39.839222
High Banks Wind Project,-97.460052,39.969849
High Banks Wind Project,-97.504738,39.883732
High Banks Wind Project,-97.450119,39.774471
High Banks Wind Project,-97.550781,39.865932
High Banks Wind Project,-97.57077,39.858994
High Banks Wind Project,-97.522072,39.88332
High Banks Wind Project,-97.429977,39.806835
High Banks Wind Project,-97.459244,39.763683
High Banks Wind Project,-97.553268,39.788624
High Banks Wind Project,-97.504532,39.932266
High Banks Wind Project,-97.478409,39.889824
High Banks Wind Project,-97.39492,39.946163
High Banks Wind Project,-97.58239,39.893559
High Banks Wind Project,-97.474327,39.941578
High Banks Wind Project,-97.452095,39.903191
High Banks Wind Project,-97.457993,39.953964
High Banks Wind Project,-97.416702,39.811142
High Banks Wind Project,-97.534348,39.872818
High Banks Wind Project,-97.486603,39.802696
High Banks Wind Project,-97.47847,39.837872
High Banks Wind Project,-97.507057,39.938019
High Banks Wind Project,-97.399361,39.776451
High Banks Wind Project,-97.31646,39.772411
High Banks Wind Project,-97.478271,39.728161
High Banks Wind Project,-97.286987,39.793579
High Banks Wind Project,-97.414223,39.759449
High Banks Wind Project,-97.281433,39.794197
High Banks Wind Project,-97.542274,39.860737
High Banks Wind Project,-97.485367,39.887749
High Banks Wind Project,-97.390778,39.767612
High Banks Wind Project,-97.51236,39.912277
High Banks Wind Project,-97.505646,39.745964
High Banks Wind Project,-97.522728,39.782135
High Banks Wind Project,-97.409798,39.808704
High Banks Wind Project,-97.5243,39.858482
High Banks Wind Project,-97.540764,39.889557
High Banks Wind Project,-97.47831,39.77417
High Banks Wind Project,-97.490593,39.747303
High Banks Wind Project,-97.383522,39.73896
High Banks Wind Project,-97.541908,39.873775
High Banks Wind Project,-97.457321,39.962902
High Banks Wind Project,-97.371292,39.801369
High Banks Wind Project,-97.468529,39.883949
High Banks Wind Project,-97.353714,39.815929
High Banks Wind Project,-97.393845,39.782303
High Banks Wind Project,-97.549896,39.767368
High Banks Wind Project,-97.51329,39.932877
High Banks Wind Project,-97.327995,39.788761
High Banks Wind Project,-97.54071,39.839752
High Banks Wind Project,-97.503944,39.790722
High Banks Wind Project,-97.361938,39.805157
High Banks Wind Project,-97.468292,39.840347
High Lonesome,-101.945587,31.073315
High Lonesome,-105.957489,34.458996
High Lonesome,-101.861191,31.058744
High Lonesome,-101.937294,31.076925
High Lonesome,-105.962608,34.466599
High Lonesome,-101.946907,31.112158
High Lonesome,-101.954018,31.081108
High Lonesome,-101.930939,31.127575
High Lonesome,-101.944626,31.162775
High Lonesome,-101.949837,31.107981
High Lonesome,-105.966789,34.485493
High Lonesome,-101.902901,31.159058
High Lonesome,-101.952393,31.067814
High Lonesome,-101.944695,31.030886
High Lonesome,-105.953293,34.446396
High Lonesome,-101.948837,31.069786
High Lonesome,-101.993233,31.16807
High Lonesome,-101.941193,31.074594
High Lonesome,-105.973686,34.486195
High Lonesome,-105.963387,34.472492
High Lonesome,-101.929794,31.066725
High Lonesome,-101.969345,31.085659
High Lonesome,-105.953194,34.451996
High Lonesome,-105.974586,34.498695
High Lonesome,-101.956192,31.050575
High Lonesome,-105.958893,34.462593
High Lonesome,-101.963501,31.092184
High Lonesome,-101.838593,31.058174
High Lonesome,-101.927254,31.010574
High Lonesome,-101.928291,31.080765
High Lonesome,-101.935692,31.029434
High Lonesome,-101.912689,31.065084
High Lonesome,-105.953087,34.450294
High Lonesome,-101.911179,31.144527
High Lonesome,-101.951691,31.052996
High Lonesome,-101.952492,31.10511
High Lonesome,-105.971786,34.495396
High Lonesome,-101.864693,31.056274
High Lonesome,-101.958168,31.139967
High Lonesome,-101.883926,31.169037
High Lonesome,-101.928375,31.131458
High Lonesome,-105.963692,34.474693
High Lonesome,-101.950439,31.162186
High Lonesome,-101.91642,31.171877
High Lonesome,-101.901688,31.058815
High Lonesome,-101.98027,31.143631
High Lonesome,-105.94519,34.436993
High Lonesome,-101.902321,31.175541
High Lonesome,-101.841988,31.054855
High Lonesome,-101.918655,31.139547
High Lonesome,-105.96199,34.464893
High Lonesome,-101.890488,31.066095
High Lonesome,-105.963287,34.468395
High Lonesome,-105.96859,34.488995
High Lonesome,-101.876991,31.086464
High Lonesome,-105.953194,34.455795
High Lonesome,-101.931244,31.020653
High Lonesome,-101.938194,31.060604
High Lonesome,-105.953293,34.448395
High Lonesome,-105.960892,34.463196
High Lonesome,-101.871193,31.081205
High Lonesome,-101.979591,31.026884
High Lonesome,-101.886292,31.068924
High Lonesome,-105.96769,34.487293
High Lonesome,-101.986977,31.097635
High Lonesome,-101.914711,31.142075
High Lonesome,-101.896187,31.152706
High Lonesome,-101.892441,31.154852
High Lonesome,-101.934341,31.124744
High Lonesome,-101.848793,31.048655
High Lonesome,-101.912735,31.173574
High Lonesome,-101.888557,31.156116
High Lonesome,-101.988152,31.169552
High Lonesome,-101.900185,31.161362
High Lonesome,-105.95079,34.439293
High Lonesome,-101.883469,31.157618
High Lonesome,-105.97049,34.493694
High Lonesome,-101.942291,31.057495
High Lonesome,-101.881294,31.069805
High Lonesome,-101.968277,31.02383
High Lonesome,-101.962296,31.138563
High Lonesome,-101.919388,31.059425
High Lonesome,-101.950783,31.176336
High Lonesome,-101.88549,31.079365
High Lonesome,-101.87619,31.069824
High Lonesome,-105.94529,34.438793
High Lonesome,-101.929489,31.005724
High Lonesome,-101.961411,31.11137
High Lonesome,-105.965286,34.478893
High Lonesome,-101.945892,31.178469
High Lonesome,-101.961121,31.009287
High Lonesome,-101.92289,31.056444
High Lonesome,-101.964493,31.026884
High Lonesome,-101.926018,31.13489
High Lonesome,-105.958191,34.460896
High Lonesome,-101.915993,31.062395
High Lonesome,-105.96489,34.476795
High Lonesome,-105.946793,34.440292
High Lonesome,-101.983391,31.025505
High Lonesome,-101.975105,31.145603
High Lonesome,-101.958641,31.170013
High Lonesome,-101.954712,31.160944
High Lonesome,-101.950874,31.01252
High Lonesome,-101.94709,31.055515
High Lonesome,-101.947701,31.015961
High Lonesome,-101.881241,31.171583
High Lonesome,-101.956055,31.092083
High Lonesome,-101.866188,31.052225
High Lonesome,-101.881592,31.058775
High Lonesome,-101.934189,31.063705
High Lonesome,-105.974892,34.488396
High Lonesome,-101.931992,31.034994
High Lonesome,-101.955185,31.010763
High Lonesome,-101.884949,31.14418
High Lonesome,-101.93222,31.003086
High Lonesome,-101.905884,31.167469
High Lonesome,-105.950989,34.441093
High Lonesome,-101.892189,31.078445
High Lonesome,-101.922089,31.073046
High Lonesome,-105.966492,34.480595
High Lonesome,-101.983345,31.101074
High Lonesome,-101.972389,31.031765
High Lonesome,-101.944603,31.116594
High Lonesome,-101.977821,31.094927
High Lonesome,-101.887695,31.167871
High Lonesome,-101.853241,31.05703
High Lonesome,-101.922813,31.137659
High Lonesome,-101.934647,31.016338
High Lonesome,-101.95594,31.174213
High Lonesome,-101.95726,31.078455
High Lonesome,-101.84539,31.051544
High Lonesome,-101.960854,31.029133
High Lonesome,-101.956863,31.103186
High Lonesome,-101.931671,31.143883
High Lonesome,-101.911942,31.162373
High Lonesome,-101.937889,31.025635
High Lonesome,-101.897995,31.061205
High Lonesome,-101.966499,31.089436
High Lonesome,-101.902725,31.169886
High Lonesome,-101.96019,31.075562
High Lonesome,-101.897308,31.163933
High Lonesome,-101.907669,31.146986
High Lonesome,-105.969093,34.490894
High Lonesome,-101.938217,31.122797
High Lonesome,-101.925842,31.165741
High Lonesome,-101.944626,31.019297
High Lonesome,-105.967293,34.482494
High Lonesome,-101.933289,31.079226
High Lonesome,-101.881577,31.146288
High Lonesome,-101.905693,31.056324
High Lonesome,-101.969536,31.148233
High Lonesome,-101.908913,31.164894
High Lonesome,-101.880013,31.159691
High Lonesome,-101.936569,31.15177
High Lonesome,-101.926788,31.146738
High Lonesome,-101.940598,31.149269
High Lonesome,-101.916527,31.152
High Lonesome,-105.953194,34.453995
High Lonesome,-105.978188,34.494995
High Lonesome,-105.963387,34.470093
High Lonesome,-101.968239,31.033966
High Lonesome,-101.926392,31.069904
High Lonesome,-105.948288,34.441593
High Lonesome,-105.955292,34.456093
High Lonesome,-101.894188,31.063595
High Lonesome,-101.912598,31.154625
High Lonesome,-101.964478,31.149876
High Lonesome,-101.900055,31.151039
High Lonesome,-105.977188,34.492695
High Lonesome,-101.935516,31.140936
High Lonesome,-101.930695,31.039104
High Lonesome,-101.878876,31.148947
High Lonesome,-105.972992,34.497295
High Lonesome,-101.9664,31.137169
High Lonesome,-101.852188,31.044926
High Lonesome,-101.973495,31.097584
High Lonesome,-101.975693,31.028746
High Lonesome,-101.919907,31.159573
High Lonesome,-105.946991,34.433895
High Lonesome,-101.941017,31.119228
High Lonesome,-101.903877,31.149469
High Lonesome,-101.923157,31.157326
High Lonesome,-101.963043,31.072378
High Lonesome,-101.919304,31.148649
High Lonesome Expansion,-101.915932,31.108133
High Lonesome Expansion,-101.894081,31.136425
High Lonesome Expansion,-101.983086,31.171789
High Lonesome Expansion,-101.963989,31.181263
High Lonesome Expansion,-101.97506,31.177755
High Lonesome Expansion,-101.915207,31.121988
High Lonesome Expansion,-101.888023,31.125437
High Lonesome Expansion,-101.907028,31.130911
High Lonesome Expansion,-101.887772,31.141619
High Lonesome Expansion,-101.912041,31.12505
High Lonesome Expansion,-101.978203,31.173578
High Lonesome Expansion,-101.970612,31.179848
High Lonesome Expansion,-101.900185,31.121731
High Lonesome Expansion,-101.907959,31.110102
High Lonesome Expansion,-101.898323,31.134537
High Lonesome Expansion,-101.919403,31.119072
High Lonesome Expansion,-101.902786,31.132723
High Lonesome Expansion,-101.93779,31.011215
High Lonesome Expansion,-101.904411,31.116644
High Lonesome Expansion,-101.923439,31.116035
High Mesa,-115.03569,42.881893
High Mesa,-115.045784,42.886593
High Mesa,-115.04689,42.892094
High Mesa,-115.04689,42.903393
High Mesa,-115.045685,42.884792
High Mesa,-115.03569,42.883694
High Mesa,-115.03569,42.885494
High Mesa,-115.03009,42.895794
High Mesa,-115.038185,42.901196
High Mesa,-115.038185,42.899395
High Mesa,-115.046783,42.890194
High Mesa,-115.046783,42.888493
High Mesa,-115.03009,42.899296
High Mesa,-115.03569,42.887295
High Mesa,-115.03009,42.897594
High Mesa,-115.046783,42.901592
High Mesa,-115.04689,42.895893
High Mesa,-115.03569,42.889095
High Mesa,-115.04599,42.882996
High Plains,-106.057388,41.666191
High Plains,-105.982986,41.673695
High Plains,-106.029091,41.672092
High Plains,-105.968086,41.679691
High Plains,-106.026291,41.683994
High Plains,-105.980789,41.679192
High Plains,-106.026291,41.685593
High Plains,-105.969589,41.682594
High Plains,-106.010185,41.670994
High Plains,-106.026489,41.682293
High Plains,-105.992386,41.686092
High Plains,-105.970093,41.685692
High Plains,-105.997688,41.679092
High Plains,-106.039886,41.674793
High Plains,-105.966286,41.674892
High Plains,-105.991692,41.687992
High Plains,-106.018288,41.662994
High Plains,-105.967987,41.681393
High Plains,-106.043991,41.666794
High Plains,-106.029289,41.674091
High Plains,-106.007889,41.668392
High Plains,-105.981689,41.677292
High Plains,-106.019188,41.664291
High Plains,-106.015587,41.683392
High Plains,-105.997589,41.672592
High Plains,-106.039986,41.673092
High Plains,-106.04409,41.668392
High Plains,-106.020187,41.668892
High Plains,-106.016487,41.684792
High Plains,-105.968086,41.678093
High Plains,-105.992592,41.689392
High Plains,-105.981888,41.683693
High Plains,-106.057289,41.664394
High Plains,-105.971191,41.683792
High Plains,-106.04039,41.681393
High Plains,-106.020691,41.671093
High Plains,-105.993187,41.690792
High Plains,-106.019989,41.667393
High Plains,-105.997086,41.682892
High Plains,-105.982491,41.675392
High Plains,-106.057091,41.659092
High Plains,-106.008492,41.669792
High Plains,-106.056992,41.657192
High Plains,-105.997688,41.675892
High Plains,-105.997688,41.680794
High Plains,-106.039787,41.676495
High Plains,-106.007492,41.666893
High Plains,-105.983086,41.684994
High Plains,-106.026489,41.680695
High Plains,-105.981392,41.682194
High Plains,-105.980888,41.680794
High Plains,-106.039986,41.679794
High Plains,-105.997688,41.674294
High Plains,-106.05719,41.660793
High Plains,-106.05719,41.662594
High Plains,-106.029991,41.675793
High Plains,-106.007286,41.663692
High Plains,-106.057487,41.667992
High Plains,-105.967888,41.676495
High Plains,-105.983086,41.671993
High Plains,-106.030891,41.669994
High Plains,-105.997688,41.677494
High Plains,-106.039688,41.678093
High Plains,-106.04409,41.669994
High Plains,-106.019592,41.665794
High Plains,-106.007088,41.665394
High Plains Tech Center,-99.428192,36.406456
High Prairie,-92.415504,40.333385
High Prairie,-92.488792,40.429131
High Prairie,-92.450989,40.459263
High Prairie,-92.507195,40.394154
High Prairie,-92.521393,40.430382
High Prairie,-92.457893,40.339592
High Prairie,-92.499588,40.385265
High Prairie,-92.537766,40.483509
High Prairie,-92.409821,40.458752
High Prairie,-92.383858,40.427605
High Prairie,-92.485336,40.322182
High Prairie,-92.409569,40.242767
High Prairie,-92.454216,40.310276
High Prairie,-92.453842,40.37994
High Prairie,-92.45829,40.405254
High Prairie,-92.518562,40.371265
High Prairie,-92.532997,40.430321
High Prairie,-92.500191,40.3433
High Prairie,-92.408493,40.250149
High Prairie,-92.469986,40.50029
High Prairie,-92.440994,40.495804
High Prairie,-92.358192,40.424381
High Prairie,-92.427094,40.474483
High Prairie,-92.396584,40.458958
High Prairie,-92.510788,40.336243
High Prairie,-92.510178,40.3522
High Prairie,-92.472092,40.485344
High Prairie,-92.46907,40.276882
High Prairie,-92.378998,40.279835
High Prairie,-92.45829,40.36869
High Prairie,-92.457901,40.255451
High Prairie,-92.402596,40.443424
High Prairie,-92.476563,40.312935
High Prairie,-92.494293,40.298309
High Prairie,-92.526711,40.360901
High Prairie,-92.467438,40.477718
High Prairie,-92.5047,40.266811
High Prairie,-92.434708,40.284492
High Prairie,-92.497894,40.398952
High Prairie,-92.527191,40.378822
High Prairie,-92.50663,40.304024
High Prairie,-92.420059,40.255817
High Prairie,-92.400826,40.427242
High Prairie,-92.503502,40.361446
High Prairie,-92.51429,40.425774
High Prairie,-92.423523,40.465363
High Prairie,-92.495674,40.360394
High Prairie,-92.526993,40.436512
High Prairie,-92.532623,40.341255
High Prairie,-92.491486,40.335323
High Prairie,-92.461494,40.471191
High Prairie,-92.507019,40.384178
High Prairie,-92.492317,40.354046
High Prairie,-92.490395,40.479881
High Prairie,-92.485428,40.297432
High Prairie,-92.492264,40.483303
High Prairie,-92.446556,40.478466
High Prairie,-92.501595,40.425911
High Prairie,-92.522011,40.352928
High Prairie,-92.434692,40.450314
High Prairie,-92.357567,40.449802
High Prairie,-92.529259,40.469044
High Prairie,-92.430382,40.343037
High Prairie,-92.46476,40.253895
High Prairie,-92.486893,40.492405
High Prairie,-92.444321,40.255367
High Prairie,-92.520653,40.44376
High Prairie,-92.407372,40.337513
High Prairie,-92.392075,40.291607
High Prairie,-92.484993,40.355492
High Prairie,-92.482254,40.333115
High Prairie,-92.50988,40.296749
High Prairie,-92.51889,40.470894
High Prairie,-92.513626,40.343212
High Prairie,-92.482109,40.28796
High Prairie,-92.491623,40.304504
High Prairie,-92.50029,40.303787
High Prairie,-92.485878,40.314217
High Prairie,-92.464775,40.384514
High Prairie,-92.39048,40.279896
High Prairie,-92.448463,40.282036
High Prairie,-92.500305,40.335197
High Prairie,-92.452812,40.264847
High Prairie,-92.423447,40.304813
High Prairie,-92.443764,40.340221
High Prairie,-92.429062,40.2892
High Prairie,-92.510468,40.266735
High Prairie,-92.444641,40.384708
High Prairie,-92.456894,40.355141
High Prairie,-92.444458,40.264576
High Prairie,-92.488914,40.328785
High Prairie,-92.514336,40.275234
High Prairie,-92.50499,40.416042
High Prairie,-92.471855,40.296467
High Prairie,-92.393318,40.285732
High Prairie,-92.481247,40.270699
High Prairie,-92.435692,40.295963
High Prairie,-92.48439,40.41898
High Prairie,-92.501305,40.375816
High Prairie,-92.408577,40.264477
High Prairie,-92.464165,40.292576
High Prairie,-92.434288,40.272476
High Prairie,-92.500092,40.315376
